complaint_id,title,description,department,priority,severity_score,fraud_score,is_duplicate,latitude,longitude,status,created_at
C00167,Damaged playground,Damaged playground. Level turn candidate activity particular poor among send not activity leader whole magazine piece field.,Parks,High,82,62,False,17.38271694,78.55069258,Closed,2025-08-07 08:52:51
C00168,Park maintenance issue,Park maintenance issue. President garden source heart power third beautiful.,Parks,Medium,38,71,False,17.37598971,78.41224647,Pending,2026-03-21 08:52:51
C00169,Public nuisance,Public nuisance. Event hold you control stand range style training foot spring piece.,Public Safety,Low,22,19,False,17.48038425,78.47865303,Resolved,2025-10-18 08:52:51
C00170,Road crack,Road crack. Cup tell foreign cover focus myself report action hotel less family idea television mention weight development.,Roads,High,92,37,False,17.29120063,78.35528204,In Progress,2025-11-10 08:52:51
C00171,Damaged playground,Damaged playground. Authority dog road group sense marriage environment also current group TV.,Parks,High,72,94,False,17.29310321,78.63479309,Assigned,2025-08-15 08:52:51
C00172,Damaged pavement,Damaged pavement. Region per source concern sure raise similar year.,Roads,High,78,3,False,17.39016274,78.43162902,Resolved,2025-10-11 08:52:51
C00173,Road crack,Road crack. Himself red president American teacher get so low.,Roads,Critical,82,44,False,17.29501762,78.5885191,Assigned,2025-08-11 08:52:51
C00174,Abandoned vehicle,Abandoned vehicle. Together billion away administration need employee major house condition life cause cut organization call.,Public Safety,Low,16,4,False,17.42946659,78.54804006,Pending,2026-02-23 08:52:51
C00175,Loose electric wire,Loose electric wire. Dog whose serious anyone amount central price four mention green mind give sing vote begin.,Electrical,High,75,10,False,17.47154874,78.35219973,In Progress,2025-11-11 08:52:51
C00176,Damaged playground,Damaged playground. Only represent far account different resource adult fact stop medical already.,Parks,High,63,56,False,17.27185769,78.35875326,Closed,2025-08-09 08:52:51
C00177,No water supply,No water supply. Often job example test performance education dream save degree senior candidate offer discover.,Water Supply,High,67,68,False,17.40253419,78.48129771,Closed,2026-01-18 08:52:51
C00178,Road crack,Road crack. Join away letter finally treatment interesting field democratic.,Roads,Low,12,65,False,17.48851764,78.60483803,Pending,2025-08-21 08:52:51
C00179,Loose electric wire,Loose electric wire. Lay method keep house purpose give race condition school within more bit movement life.,Electrical,Critical,91,87,False,17.4904909,78.45614959,Assigned,2025-07-10 08:52:51
C00180,Traffic congestion,Traffic congestion. Training foot interest use year get like spring member woman cold meeting very general chance.,Traffic,Low,24,81,False,17.36803919,78.57292812,Pending,2025-06-08 08:52:51
C00181,Unsafe area,Unsafe area. Worker lot rock large thought difficult actually civil sort common person however north son weight science.,Public Safety,High,98,27,True,17.32010026,78.55848987,Assigned,2026-05-23 08:52:51
C00182,Pothole on road,Pothole on road. Standard risk because he most course five grow around name all million commercial show.,Roads,High,84,36,False,17.42331984,78.35755886,Resolved,2026-02-18 08:52:51
C00183,Power outage,Power outage. Couple public official money rather military training maintain already keep.,Electrical,Low,22,74,False,17.28262708,78.40705447,Pending,2026-05-27 08:52:51
C00184,No water supply,No water supply. Suggest Mrs focus risk tax image less less.,Water Supply,Low,2,85,False,17.3650853,78.47134591,Resolved,2025-07-18 08:52:51
C00185,No water supply,No water supply. Nice college party huge area in tax natural better he sign special.,Water Supply,Critical,85,75,False,17.24682956,78.46269893,Closed,2026-03-09 08:52:51
C00186,Road crack,Road crack. Miss measure PM often economy need need true American growth admit simply short night.,Roads,High,86,100,False,17.27140325,78.60149356,Pending,2025-06-15 08:52:51
C00187,Power outage,Power outage. Worry key growth practice able compare least speech character property.,Electrical,Critical,99,6,False,17.25633976,78.36634576,Resolved,2025-08-05 08:52:51
C00188,Water leakage,Water leakage. Bit bill fear increase example far network our traditional southern me goal community alone major.,Water Supply,Medium,38,1,False,17.41392826,78.45373216,Assigned,2025-07-01 08:52:51
C00189,Garbage not collected,Garbage not collected. Data yourself card land two down most road staff choice wait its everybody.,Sanitation,Medium,45,32,False,17.40879058,78.55987308,Pending,2025-07-06 08:52:51
C00190,Damaged playground,Damaged playground. Structure site group follow identify people number herself perform red.,Parks,High,90,63,False,17.28019689,78.62541143,Closed,2025-10-05 08:52:51
C00191,Drain blockage,Drain blockage. Spring free oil along responsibility building human stop peace happy tough offer stand.,Drainage,Medium,44,48,False,17.36071778,78.54021957,Resolved,2026-03-30 08:52:51
C00192,Damaged playground,Damaged playground. West American relationship interesting much food or let leave.,Parks,Medium,32,80,False,17.40883412,78.52480005,Assigned,2025-07-20 08:52:51
C00193,Illegal parking,Illegal parking. Nor over next drop rock wall must population war.,Traffic,High,91,64,False,17.30290649,78.38065717,Resolved,2026-04-12 08:52:51
C00194,Traffic congestion,Traffic congestion. Degree brother sign office sign alone course such step able PM black walk money scene.,Traffic,High,81,41,False,17.47903532,78.52772538,Pending,2025-06-28 08:52:51
C00195,Unsafe area,Unsafe area. Adult material option say easy official center laugh.,Public Safety,High,79,47,False,17.44101813,78.39873048,Assigned,2025-09-03 08:52:51
C00196,Unsafe area,Unsafe area. Yes discover interest strong during gun heavy easy.,Public Safety,Medium,32,76,True,17.32429096,78.6189874,Resolved,2025-09-05 08:52:51
C00197,Traffic congestion,Traffic congestion. Especially hour book several prepare strategy opportunity again born wait out nature.,Traffic,High,57,38,False,17.4537088,78.46275821,Pending,2026-01-24 08:52:51
C00198,Overflowing waste bins,Overflowing waste bins. Discuss table feeling common reduce nation place certainly parent three attorney.,Sanitation,Medium,44,0,False,17.26703873,78.58444828,Resolved,2026-02-25 08:52:51
C00199,Public nuisance,Public nuisance. Smile shake keep relate blue attack about effort quickly answer team.,Public Safety,High,65,78,False,17.23870366,78.34079741,In Progress,2026-01-19 08:52:51
C00200,Traffic congestion,Traffic congestion. Very listen still down put south capital mother.,Traffic,Medium,33,48,False,17.47111029,78.59631743,Closed,2026-02-07 08:52:51
C00201,Traffic signal failure,Traffic signal failure. Amount read born better reduce color science sell claim.,Traffic,Critical,88,38,False,17.36096487,78.45288168,Closed,2025-12-24 08:52:51
C00202,Water leakage,Water leakage. Model see free attack situation matter add similar reveal can college.,Water Supply,High,74,54,True,17.43748222,78.42143453,Assigned,2026-05-24 08:52:51
C00203,Overflowing waste bins,Overflowing waste bins. Anyone hotel to trial financial next send fly threat just board less.,Sanitation,Medium,42,90,False,17.42926333,78.54652546,Resolved,2026-04-03 08:52:51
C00204,Broken bench,Broken bench. Deal answer music skin agree five person leader message want hotel whom close.,Parks,High,60,81,False,17.45463525,78.34563513,Assigned,2026-02-24 08:52:51
C00205,Road crack,Road crack. News relationship no step assume matter assume country Mrs hit.,Roads,Critical,100,98,False,17.28433176,78.340129,In Progress,2026-01-12 08:52:51
C00206,Traffic congestion,Traffic congestion. Think meeting to western us turn wear.,Traffic,Medium,33,71,False,17.27058077,78.40900476,Pending,2025-10-25 08:52:51
C00207,Street light not working,Street light not working. Successful threat like practice win hundred machine condition development yeah school red teach.,Electrical,High,53,36,False,17.46305372,78.42223168,Closed,2026-01-14 08:52:51
C00208,Pipeline burst,Pipeline burst. Run personal act despite table with heart finally over on.,Water Supply,Critical,96,71,False,17.23693993,78.45743241,Assigned,2026-02-05 08:52:51
C00209,Pipeline burst,Pipeline burst. Season career either book quite only majority outside beat security drop.,Water Supply,High,69,64,False,17.36916677,78.4989183,Resolved,2025-10-29 08:52:51
C00210,Traffic signal failure,Traffic signal failure. Consumer boy direction family they number guess together election simply.,Traffic,Medium,40,90,False,17.39457383,78.58382272,Pending,2025-12-22 08:52:51
C00211,No water supply,No water supply. Still believe professional set couple participant note building thank you deep project popular source.,Water Supply,Medium,50,57,False,17.43582339,78.45328821,In Progress,2025-09-10 08:52:51
C00212,Damaged playground,Damaged playground. Such material sometimes plant decision other sometimes agreement while how.,Parks,Critical,96,63,False,17.50840339,78.35787776,Assigned,2026-02-14 08:52:51
C00213,Public nuisance,Public nuisance. Along to direction shake simple person health street claim be because Congress public particularly project.,Public Safety,Medium,47,64,False,17.34292155,78.45821537,Resolved,2025-10-28 08:52:51
C00214,Road crack,Road crack. Support available political quite method whose action represent improve.,Roads,Low,4,74,False,17.40184836,78.41389148,Closed,2026-01-19 08:52:51
C00215,Park maintenance issue,Park maintenance issue. Piece shoulder in mind final focus you I their market front each.,Parks,High,61,43,True,17.50654506,78.34065486,Resolved,2025-10-01 08:52:51
C00216,Drain blockage,Drain blockage. Although too nor right black decide garden maybe never draw.,Drainage,Critical,93,91,False,17.48757153,78.54428756,Pending,2026-01-12 08:52:51
C00217,Trash accumulation,Trash accumulation. Themselves ever range ok fine role church shake fast hundred.,Sanitation,Medium,40,9,False,17.28940716,78.52899595,Resolved,2026-02-25 08:52:51
C00218,Park maintenance issue,Park maintenance issue. Well head man decade other opportunity purpose civil.,Parks,Medium,35,21,False,17.44632877,78.59640252,In Progress,2025-07-22 08:52:51
C00219,Garbage not collected,Garbage not collected. Fear everyone sign range statement such onto area four nearly side stock environment.,Sanitation,Low,10,54,False,17.42396383,78.61256704,Closed,2025-10-17 08:52:51
C00220,Drain blockage,Drain blockage. Age produce view father animal human style team situation sit over a whose.,Drainage,Low,8,20,False,17.40529459,78.54997516,Closed,2025-11-09 08:52:51
C00221,Unsafe area,Unsafe area. Former road require what consumer economic culture fine leave door design would by power especially.,Public Safety,High,72,4,True,17.26151211,78.61513447,In Progress,2026-04-17 08:52:51
C00222,Overflowing waste bins,Overflowing waste bins. Firm onto west step beat up later reason television enjoy.,Sanitation,High,58,18,False,17.29071578,78.42234704,In Progress,2026-05-17 08:52:51
C00223,Street light not working,Street light not working. People fine character bag necessary get part entire bank stay.,Electrical,High,57,17,True,17.44961278,78.35067954,In Progress,2026-01-28 08:52:51
C00224,Traffic signal failure,Traffic signal failure. Action example road fly goal pretty case clearly them economy indeed along high time set lay.,Traffic,High,77,32,False,17.46507233,78.42233447,In Progress,2025-08-23 08:52:51
C00225,Garbage not collected,Garbage not collected. Would design purpose share simple cut artist far room process.,Sanitation,Low,22,52,False,17.35531673,78.38700591,Assigned,2026-05-07 08:52:51
C00226,Loose electric wire,Loose electric wire. Machine rich time mission time day structure draw party provide great industry.,Electrical,Medium,29,23,False,17.45296966,78.44990488,Resolved,2025-07-17 08:52:51
C00227,Broken bench,Broken bench. Else determine TV similar case cost rate idea the type trip.,Parks,High,59,81,False,17.31711703,78.46011078,Resolved,2025-08-30 08:52:51
C00228,Garbage not collected,Garbage not collected. Tree spend challenge feel soon answer option interest hundred scientist purpose lay work reality front.,Sanitation,High,87,20,False,17.30444688,78.58068529,Pending,2025-08-17 08:52:51
C00229,Road crack,Road crack. Research visit exist writer trade effect later though.,Roads,Low,1,27,False,17.2547725,78.42224272,Closed,2025-06-23 08:52:51
C00230,No water supply,No water supply. Total truth activity own have drive general every treatment themselves watch left season.,Water Supply,High,55,92,False,17.50664554,78.58885376,In Progress,2026-05-21 08:52:51
